,name,Wealth_History,personal_data
24,Dieter Schwarz,"[{""percent"":44.79830148619958,""worth"":""$21.1B"",""name"":""Billionaires"",""date"":""March 2014""},{""percent"":41.18895966029724,""worth"":""$19.4B"",""name"":""Billionaires"",""date"":""March 2015""},{""percent"":34.81953290870488,""worth"":""$16.4B"",""name"":""Billionaires"",""date"":""March 2016""},{""percent"":36.09341825902335,""worth"":""$17B"",""name"":""Billionaires"",""date"":""March 2017""},{""percent"":44.37367303609342,""worth"":""$20.9B"",""name"":""Billionaires"",""date"":""March 2018""},{""percent"":47.983014861995755,""worth"":""$22.6B"",""name"":""Billionaires"",""date"":""March 2019""},{""percent"":42.038216560509554,""worth"":""$19.8B"",""name"":""Billionaires"",""date"":""April 2020""},{""percent"":78.343949044586,""worth"":""$36.9B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":100,""worth"":""$47.1B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":91.0828025477707,""worth"":""$42.9B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age83Source of WealthRetailResidenceNeckarsulm, GermanyCitizenshipGermanyMarital StatusMarriedChildren2"
25,Zhang Yiming,"[{""percent"":8,""worth"":""$4B"",""name"":""Billionaires"",""date"":""March 2018""},{""percent"":32.4,""worth"":""$16.2B"",""name"":""Billionaires"",""date"":""March 2019""},{""percent"":32.4,""worth"":""$16.2B"",""name"":""Billionaires"",""date"":""April 2020""},{""percent"":71.2,""worth"":""$35.6B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":100,""worth"":""$50B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":90,""worth"":""$45B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age39Source of WealthTikTok, Self MadeResidenceBeijing, ChinaCitizenshipChinaEducationBachelor of Engineering, Nankai University"
26,Phil Knight & family,"[{""percent"":36.87374749498998,""worth"":""$18.4B"",""name"":""Billionaires"",""date"":""March 2014""},{""percent"":43.08617234468938,""worth"":""$21.5B"",""name"":""Billionaires"",""date"":""March 2015""},{""percent"":48.897795591182366,""worth"":""$24.4B"",""name"":""Billionaires"",""date"":""March 2016""},{""percent"":52.505010020040075,""worth"":""$26.2B"",""name"":""Billionaires"",""date"":""March 2017""},{""percent"":59.318637274549104,""worth"":""$29.6B"",""name"":""Billionaires"",""date"":""March 2018""},{""percent"":66.93386773547094,""worth"":""$33.4B"",""name"":""Billionaires"",""date"":""March 2019""},{""percent"":59.118236472945895,""worth"":""$29.5B"",""name"":""Billionaires"",""date"":""April 2020""},{""percent"":100,""worth"":""$49.9B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":94.78957915831663,""worth"":""$47.3B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":90.38076152304609,""worth"":""$45.1B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age85Source of WealthNike, Self MadeSelf-Made Score8ResidenceHillsboro, OregonCitizenshipUnited StatesMarital StatusMarriedChildren3EducationMaster of Business Administration, Stanford Graduate School of Business; Bachelor of Arts/Science, University of Oregon"
27,Mark Mateschitz,,"Age31Source of WealthRed BullResidenceSalzburg, AustriaCitizenshipAustriaMarital StatusSingle"
28,Jensen Huang,"[{""percent"":12.796208530805686,""worth"":""$2.7B"",""name"":""Billionaires"",""date"":""March 2017""},{""percent"":26.540284360189574,""worth"":""$5.6B"",""name"":""Billionaires"",""date"":""March 2018""},{""percent"":18.009478672985782,""worth"":""$3.8B"",""name"":""Billionaires"",""date"":""March 2019""},{""percent"":22.274881516587676,""worth"":""$4.7B"",""name"":""Billionaires"",""date"":""April 2020""},{""percent"":55.92417061611374,""worth"":""$11.8B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":97.6303317535545,""worth"":""$20.6B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":100,""worth"":""$21.1B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age60Source of WealthSemiconductors, Self MadeSelf-Made Score8ResidenceLos Altos, CaliforniaCitizenshipUnited StatesMarital StatusMarriedEducationBachelor of Science in Engineering, Oregon State University; Master of Science in Engineering, Stanford University"
29,Giovanni Ferrero,"[{""percent"":59.12596401028277,""worth"":""$23B"",""name"":""Billionaires"",""date"":""March 2018""},{""percent"":57.58354755784062,""worth"":""$22.4B"",""name"":""Billionaires"",""date"":""March 2019""},{""percent"":62.98200514138818,""worth"":""$24.5B"",""name"":""Billionaires"",""date"":""April 2020""},{""percent"":90.23136246786633,""worth"":""$35.1B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":93.05912596401028,""worth"":""$36.2B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":100,""worth"":""$38.9B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age58Source of WealthNutella, chocolatesSelf-Made Score4ResidenceBrussels, BelgiumCitizenshipItalyMarital StatusMarriedChildren2"
30,John Mars,"[{""percent"":52.219321148825074,""worth"":""$20B"",""name"":""Billionaires"",""date"":""March 2014""},{""percent"":69.45169712793734,""worth"":""$26.6B"",""name"":""Billionaires"",""date"":""March 2015""},{""percent"":61.096605744125334,""worth"":""$23.4B"",""name"":""Billionaires"",""date"":""March 2016""},{""percent"":70.49608355091384,""worth"":""$27B"",""name"":""Billionaires"",""date"":""March 2017""},{""percent"":61.61879895561357,""worth"":""$23.6B"",""name"":""Billionaires"",""date"":""March 2018""},{""percent"":62.40208877284596,""worth"":""$23.9B"",""name"":""Billionaires"",""date"":""March 2019""},{""percent"":64.49086161879896,""worth"":""$24.7B"",""name"":""Billionaires"",""date"":""April 2020""},{""percent"":81.72323759791122,""worth"":""$31.3B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":82.76762402088774,""worth"":""$31.7B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":100,""worth"":""$38.3B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age87Source of WealthCandy, pet foodSelf-Made Score2ResidenceJackson, WyomingCitizenshipUnited StatesMarital StatusMarriedChildren3EducationDiploma, The Hotchkiss School; Bachelor of Arts/Science, Yale University"
31,Jacqueline Mars,"[{""percent"":52.219321148825074,""worth"":""$20B"",""name"":""Billionaires"",""date"":""March 2014""},{""percent"":69.45169712793734,""worth"":""$26.6B"",""name"":""Billionaires"",""date"":""March 2015""},{""percent"":61.096605744125334,""worth"":""$23.4B"",""name"":""Billionaires"",""date"":""March 2016""},{""percent"":70.49608355091384,""worth"":""$27B"",""name"":""Billionaires"",""date"":""March 2017""},{""percent"":61.61879895561357,""worth"":""$23.6B"",""name"":""Billionaires"",""date"":""March 2018""},{""percent"":62.40208877284596,""worth"":""$23.9B"",""name"":""Billionaires"",""date"":""March 2019""},{""percent"":64.49086161879896,""worth"":""$24.7B"",""name"":""Billionaires"",""date"":""April 2020""},{""percent"":81.72323759791122,""worth"":""$31.3B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":82.76762402088774,""worth"":""$31.7B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":100,""worth"":""$38.3B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age83Source of WealthCandy, pet foodSelf-Made Score2ResidenceThe Plains, VirginiaCitizenshipUnited StatesMarital StatusDivorcedChildren3EducationBachelor of Arts/Science, Bryn Mawr College"
32,François Pinault & family,"[{""percent"":36.64302600472813,""worth"":""$15.5B"",""name"":""Billionaires"",""date"":""March 2014""},{""percent"":35.22458628841608,""worth"":""$14.9B"",""name"":""Billionaires"",""date"":""March 2015""},{""percent"":27.18676122931442,""worth"":""$11.5B"",""name"":""Billionaires"",""date"":""March 2016""},{""percent"":37.11583924349882,""worth"":""$15.7B"",""name"":""Billionaires"",""date"":""March 2017""},{""percent"":63.829787234042556,""worth"":""$27B"",""name"":""Billionaires"",""date"":""March 2018""},{""percent"":70.2127659574468,""worth"":""$29.7B"",""name"":""Billionaires"",""date"":""March 2019""},{""percent"":63.829787234042556,""worth"":""$27B"",""name"":""Billionaires"",""date"":""April 2020""},{""percent"":100,""worth"":""$42.3B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":95.50827423167848,""worth"":""$40.4B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":94.79905437352247,""worth"":""$40.1B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age86Source of WealthLuxury goods, Self MadeResidenceParis, FranceCitizenshipFranceMarital StatusMarriedChildren3EducationDrop Out, High School"
33,Li Ka-shing,"[{""percent"":81.57894736842105,""worth"":""$31B"",""name"":""Billionaires"",""date"":""March 2014""},{""percent"":87.63157894736841,""worth"":""$33.3B"",""name"":""Billionaires"",""date"":""March 2015""},{""percent"":71.3157894736842,""worth"":""$27.1B"",""name"":""Billionaires"",""date"":""March 2016""},{""percent"":82.10526315789474,""worth"":""$31.2B"",""name"":""Billionaires"",""date"":""March 2017""},{""percent"":91.84210526315789,""worth"":""$34.9B"",""name"":""Billionaires"",""date"":""March 2018""},{""percent"":83.42105263157895,""worth"":""$31.7B"",""name"":""Billionaires"",""date"":""March 2019""},{""percent"":57.10526315789474,""worth"":""$21.7B"",""name"":""Billionaires"",""date"":""April 2020""},{""percent"":88.68421052631578,""worth"":""$33.7B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":91.57894736842105,""worth"":""$34.8B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":100,""worth"":""$38B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age95Source of WealthDiversified, Self MadeResidenceHong KongCitizenshipHong KongMarital StatusWidowedChildren2EducationDrop Out, High School"
34,MacKenzie Scott,"[{""percent"":67.9245283018868,""worth"":""$36B"",""name"":""Billionaires"",""date"":""April 2020""},{""percent"":100,""worth"":""$53B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":82.26415094339623,""worth"":""$43.6B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":46.0377358490566,""worth"":""$24.4B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age53Source of WealthAmazonSelf-Made Score3ResidenceSeattle, WashingtonCitizenshipUnited StatesMarital StatusDivorcedChildren4EducationBachelor of Arts/Science, Princeton University"
35,Tadashi Yanai & family,"[{""percent"":40.58956916099773,""worth"":""$17.9B"",""name"":""Billionaires"",""date"":""March 2014""},{""percent"":45.80498866213152,""worth"":""$20.2B"",""name"":""Billionaires"",""date"":""March 2015""},{""percent"":33.10657596371882,""worth"":""$14.6B"",""name"":""Billionaires"",""date"":""March 2016""},{""percent"":36.054421768707485,""worth"":""$15.9B"",""name"":""Billionaires"",""date"":""March 2017""},{""percent"":44.21768707482993,""worth"":""$19.5B"",""name"":""Billionaires"",""date"":""March 2018""},{""percent"":50.34013605442177,""worth"":""$22.2B"",""name"":""Billionaires"",""date"":""March 2019""},{""percent"":44.67120181405896,""worth"":""$19.7B"",""name"":""Billionaires"",""date"":""April 2020""},{""percent"":100,""worth"":""$44.1B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":59.183673469387756,""worth"":""$26.1B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":73.92290249433107,""worth"":""$32.6B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age74Source of WealthFashion retail, Self MadeResidenceTokyo, JapanCitizenshipJapanMarital StatusMarriedChildren2EducationBachelor of Arts/Science, Waseda University"
36,Klaus-Michael Kuehne,"[{""percent"":26.598465473145783,""worth"":""$10.4B"",""name"":""Billionaires"",""date"":""March 2014""},{""percent"":30.434782608695656,""worth"":""$11.9B"",""name"":""Billionaires"",""date"":""March 2015""},{""percent"":25.575447570332482,""worth"":""$10B"",""name"":""Billionaires"",""date"":""March 2016""},{""percent"":31.713554987212277,""worth"":""$12.4B"",""name"":""Billionaires"",""date"":""March 2017""},{""percent"":39.130434782608695,""worth"":""$15.3B"",""name"":""Billionaires"",""date"":""March 2018""},{""percent"":32.992327365728904,""worth"":""$12.9B"",""name"":""Billionaires"",""date"":""March 2019""},{""percent"":36.31713554987212,""worth"":""$14.2B"",""name"":""Billionaires"",""date"":""April 2020""},{""percent"":67.26342710997443,""worth"":""$26.3B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":95.39641943734016,""worth"":""$37.3B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":100,""worth"":""$39.1B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age86Source of WealthShippingResidenceSchindellegi, SwitzerlandCitizenshipGermanyMarital StatusMarried"
37,Ma Huateng,"[{""percent"":20.364741641337385,""worth"":""$13.4B"",""name"":""Billionaires"",""date"":""March 2014""},{""percent"":24.46808510638298,""worth"":""$16.1B"",""name"":""Billionaires"",""date"":""March 2015""},{""percent"":25.227963525835868,""worth"":""$16.6B"",""name"":""Billionaires"",""date"":""March 2016""},{""percent"":37.8419452887538,""worth"":""$24.9B"",""name"":""Billionaires"",""date"":""March 2017""},{""percent"":68.84498480243161,""worth"":""$45.3B"",""name"":""Billionaires"",""date"":""March 2018""},{""percent"":58.96656534954408,""worth"":""$38.8B"",""name"":""Billionaires"",""date"":""March 2019""},{""percent"":57.90273556231003,""worth"":""$38.1B"",""name"":""Billionaires"",""date"":""April 2020""},{""percent"":100,""worth"":""$65.8B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":56.53495440729483,""worth"":""$37.2B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":53.64741641337386,""worth"":""$35.3B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age51Source of WealthInternet media, Self MadeResidenceShenzhen, ChinaCitizenshipChinaMarital StatusMarriedEducationBachelor of Arts/Science, Shenzhen University"
38,Miriam Adelson & family,"[{""percent"":100,""worth"":""$38.2B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":71.98952879581152,""worth"":""$27.5B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":91.62303664921467,""worth"":""$35B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age77Source of WealthCasinosSelf-Made Score2ResidenceLas Vegas, NevadaCitizenshipUnited StatesMarital StatusWidowedChildren5EducationBachelor of Science, Hebrew University Jerusalem"
39,Ken Griffin,"[{""percent"":14.857142857142858,""worth"":""$5.2B"",""name"":""Billionaires"",""date"":""March 2014""},{""percent"":18.571428571428573,""worth"":""$6.5B"",""name"":""Billionaires"",""date"":""March 2015""},{""percent"":21.428571428571427,""worth"":""$7.5B"",""name"":""Billionaires"",""date"":""March 2016""},{""percent"":22.857142857142858,""worth"":""$8B"",""name"":""Billionaires"",""date"":""March 2017""},{""percent"":25.71428571428571,""worth"":""$9B"",""name"":""Billionaires"",""date"":""March 2018""},{""percent"":33.42857142857143,""worth"":""$11.7B"",""name"":""Billionaires"",""date"":""March 2019""},{""percent"":34.57142857142857,""worth"":""$12.1B"",""name"":""Billionaires"",""date"":""April 2020""},{""percent"":45.714285714285715,""worth"":""$16B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":77.71428571428571,""worth"":""$27.2B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":100,""worth"":""$35B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age54Source of WealthHedge funds, Self MadeSelf-Made Score8ResidenceMiami, FloridaCitizenshipUnited StatesMarital StatusDivorcedChildren3EducationBachelor of Arts/Science, Harvard University"
40,Len Blavatnik,"[{""percent"":57.53846153846154,""worth"":""$18.7B"",""name"":""Billionaires"",""date"":""March 2014""},{""percent"":62.153846153846146,""worth"":""$20.2B"",""name"":""Billionaires"",""date"":""March 2015""},{""percent"":47.07692307692308,""worth"":""$15.3B"",""name"":""Billionaires"",""date"":""March 2016""},{""percent"":61.53846153846154,""worth"":""$20B"",""name"":""Billionaires"",""date"":""March 2017""},{""percent"":62.153846153846146,""worth"":""$20.2B"",""name"":""Billionaires"",""date"":""March 2018""},{""percent"":54.46153846153846,""worth"":""$17.7B"",""name"":""Billionaires"",""date"":""March 2019""},{""percent"":52.307692307692314,""worth"":""$17B"",""name"":""Billionaires"",""date"":""April 2020""},{""percent"":98.46153846153847,""worth"":""$32B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":100,""worth"":""$32.5B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":98.76923076923076,""worth"":""$32.1B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age66Source of WealthMusic, chemicals, Self MadeSelf-Made Score9ResidenceLondon, United KingdomCitizenshipUnited StatesMarital StatusMarriedEducationMaster of Science, Columbia University; Master of Business Administration, Harvard Business School; Bachelor of Arts/Science, Moscow State University"
41,,,
42,William Lei Ding,"[{""percent"":12.727272727272727,""worth"":""$4.2B"",""name"":""Billionaires"",""date"":""March 2014""},{""percent"":20,""worth"":""$6.6B"",""name"":""Billionaires"",""date"":""March 2015""},{""percent"":24.545454545454547,""worth"":""$8.1B"",""name"":""Billionaires"",""date"":""March 2016""},{""percent"":52.42424242424243,""worth"":""$17.3B"",""name"":""Billionaires"",""date"":""March 2017""},{""percent"":52.72727272727272,""worth"":""$17.4B"",""name"":""Billionaires"",""date"":""March 2018""},{""percent"":44.54545454545455,""worth"":""$14.7B"",""name"":""Billionaires"",""date"":""March 2019""},{""percent"":51.515151515151516,""worth"":""$17B"",""name"":""Billionaires"",""date"":""April 2020""},{""percent"":100,""worth"":""$33B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":76.36363636363637,""worth"":""$25.2B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":80.9090909090909,""worth"":""$26.7B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age51Source of WealthOnline games, Self MadeResidenceHangzhou, ChinaCitizenshipChinaEducationBachelor of Arts/Science, University of Electronic Science and Technology of China"
